순위 (ranking),단어 (word),품사 (Part of speech),풀이 (Explanation),등급 (Rating),suffix number,단어 (word) (cleaned),english translation
3791,관계되다,동,關係-,C,되다,관계되다,be related
3792,국산,명,國産,C,국산,국산,domestically produced
3794,그해,명,,B,그해,그해,that year
3795,꺼지다01,동,불이 ~,B,01,꺼지다,break
3796,꼭대기,명,,B,대기,꼭대기,top
3797,끊어지다,동,,B,지다,끊어지다,cut off
3800,도11,명,道. 전국 각 ~,C,11,도11,Figure 11
3802,리그01,명,league,C,01,리그,League
3803,마이크,명,mike,C,이크,마이크,mike
3804,만족하다,형,滿足-,B,하다,만족하다,satisfied
3805,메우다02,동,'메다'의 사동사,C,02,메우다,fill up
3806,면적,명,面積,C,면적,면적,area
3808,목욕,명,沐浴,A,목욕,목욕,bath
3809,반성01,명,反省,C,01,반성,regret
3810,벌떡,부,,C,벌떡,벌떡,Jump up
3811,보상02,명,補償,C,02,보상,compensation
3812,분리되다,동,分離-,C,되다,분리되다,separate
3813,빚,명,,C,빚,빚,debt
3814,새기다01,동,문신을 ~,C,01,새기다,carve
3815,서민,명,庶民,C,서민,서민,people
3816,석10,의,席,C,10,석10,10 seats
3817,선정하다03,동,選定-,C,03,선정하다,select
3820,세다02,동,돈을 ~,C,02,세다,count
3821,소수08,명,少數,C,08,소수,decimal
3822,쇼02,명,show,B,02,쇼,show
3823,수학05,명,數學,B,05,수학,math
3824,시어머니,명,媤-,B,머니,시어머니,mother-in-law
3825,시집01,명,媤-,B,01,시집,divan
3826,연간02,명,年間,C,02,연간,yearly
3827,영화제,명,映畵祭,C,화제,영화제,film festival
3828,예측하다,동,豫測-,C,하다,예측하다,predict
3829,용도02,명,用途,C,02,용도,Usage
3830,의심03,명,疑心,C,03,의심,doubt
3831,이동하다,동,移動-,C,하다,이동하다,move
3832,자극하다,동,刺戟-,C,하다,자극하다,stimulate
3833,재빨리,부,,C,빨리,재빨리,quickly
3835,적합하다,형,適合-,C,하다,적합하다,Suitable
3836,전화번호,명,電話番號,A,번호,전화번호,phone number
3837,조절하다02,동,調節-,C,02,조절하다,regulate
3838,조정09,명,調整,C,09,조정,adjustment
3839,중얼거리다,동,,C,리다,중얼거리다,mutter
3841,지급하다01,동,支給-,C,01,지급하다,pay
3845,확장,명,擴張,C,확장,확장,expansion
3846,힘차다,형,,C,차다,힘차다,powerful
3847,감사하다05,형,感謝-,A,05,감사하다,Thank
3849,건조04,명,乾燥,C,04,건조,dry
3851,고요하다,형,,C,하다,고요하다,calm
3852,그대,대,,C,그대,그대,you
3853,그립다,형,,B,립다,그립다,Miss you
3854,긋다01,동,금을 ~,C,01,긋다,draw
3855,기둥01,명,,C,01,기둥,Pillar
3856,긴장하다,동,緊張-,B,하다,긴장하다,nervous
3857,날카롭다,형,,C,롭다,날카롭다,Sharp
3859,논하다,동,論-,C,하다,논하다,reason
3860,느리다01,형,,B,01,느리다,slow
3861,도덕,명,道德,C,도덕,도덕,moral
3862,동부05,명,東部,C,05,동부,Eastern
3863,뒷모습,명,,C,모습,뒷모습,back
3864,똑똑하다,형,,B,하다,똑똑하다,Smart
3865,만06,관,萬,A,06,만,only
3866,만만하다01,형,대적할 만함,C,01,만만하다,It's easy
3867,못되다,형,,C,되다,못되다,be mean
3869,보고하다02,동,報告-,C,02,보고하다,Make a report
3870,사무소,명,事務所,C,무소,사무소,office
3871,사촌,명,四寸,B,사촌,사촌,cousin
3872,상25,명,賞,B,25,상25,25
3874,상인07,명,商人,C,07,상인,merchant
3875,선언하다,동,宣言-,C,하다,선언하다,declare
3876,소원04,명,所願,C,04,소원,wish
3877,수입하다02,동,輸入-,B,02,수입하다,import
3878,식다01,동,,B,01,식다,cool down
3879,엿보다,동,,C,보다,엿보다,watch for
3880,완성되다,동,完成-,C,되다,완성되다,complete
3881,유적08,명,遺跡,C,08,유적,ruins
3883,일생01,명,一生,C,01,일생,lifetime
3884,입히다,동,,C,히다,입히다,plate
3885,잡아먹다,동,,C,먹다,잡아먹다,catch and eat
3886,정보화,명,情報化,C,보화,정보화,informatization
3887,종종04,부,種種. ~ 놀러 오세요,C,04,종종,often
3888,지갑03,명,紙匣,A,03,지갑,wallet
3890,차다03,동,시계를 ~,C,03,차다,cold
3891,창작,명,創作,C,창작,창작,Creation
3892,축소02,명,縮小,C,02,축소,reduction
3893,취향01,명,趣向,C,01,취향,taste
3894,친절하다,형,親切-,A,하다,친절하다,nice
3895,카운터01,명,계산대,B,01,카운터,counter
3897,탄생하다,동,誕生-,C,하다,탄생하다,be born
3898,하숙집,명,下宿-,B,숙집,하숙집,Boarding house
3899,학급,명,學級,C,학급,학급,class
3900,해군01,명,海軍,C,01,해군,Navy
3903,효율적,명,效率的,C,율적,효율적,efficient
3904,가슴속,명,,B,슴속,가슴속,breast
3905,간01,명,음식의 ~을 보다,C,01,간,liver
3906,간판02,명,看板,C,02,간판,Sign
3907,건드리다,동,,C,리다,건드리다,touch
3909,관리하다,동,管理-,C,하다,관리하다,manage
3910,괴로움,명,,C,로움,괴로움,suffering
3912,근거하다,동,根據-,C,하다,근거하다,based on
3913,금액02,명,金額,C,02,금액,amount
3915,다행히,부,多幸-,B,행히,다행히,Fortunately
3916,달래다01,동,,C,01,달래다,lull
3920,동아리02,명,,B,02,동아리,club
3921,따라오다,동,,B,오다,따라오다,follow
3922,말리다02,동,싸움을 ~,C,02,말리다,dry
3923,맘01,명,마음,C,01,맘,Mom
3924,먹다02,보,잊어 ~,A,02,먹다,eat
3926,명절01,명,名節,B,01,명절,holiday
3927,못하다,형,,A,하다,못하다,Can not do it
3928,바이올린,명,violin,B,올린,바이올린,violin
3929,밝혀내다,동,,C,내다,밝혀내다,uncover
3930,부서지다,동,,C,지다,부서지다,break
3932,비행03,명,飛行,C,03,비행,flight
3934,상관없다,형,相關-,C,없다,상관없다,Does not matter
3936,성립하다,동,成立-,C,하다,성립하다,establish
3937,수명05,명,壽命,C,05,수명,life span
3938,시즌,명,season,C,시즌,시즌,season
3939,신기하다01,형,神奇-,C,01,신기하다,amazing
3940,업다,동,,C,업다,업다,up
3943,예감03,명,豫感,C,03,예감,presentiment
3944,음식물02,명,飮食物,C,02,음식물,prog
3946,자신감,명,自信感,C,신감,자신감,confidence
3948,죄인,명,罪人,C,죄인,죄인,sinner
3949,주의하다01,동,注意-,C,01,주의하다,pay heed to
3950,준비물,명,準備物,B,비물,준비물,materials
3952,천01,명,실로 짠 물건,C,01,천,cloth
3955,출입,명,出入,B,출입,출입,coming and going
3956,쾌감,명,快感,C,쾌감,쾌감,pleasure
3957,탄생,명,誕生,C,탄생,탄생,birth
3958,튀다,동,,C,튀다,튀다,splatter
3960,하필02,부,何必,C,02,하필,Of course
3963,활용,명,活用,C,활용,활용,uses
3964,회색01,명,灰色,B,01,회색,gray
3967,거액,명,巨額,C,거액,거액,mint
3968,고교04,명,高校,B,04,고교,high school
3969,고집하다,동,固執-,C,하다,고집하다,insist
3970,곧잘,부,,C,곧잘,곧잘,soon
3971,골짜기01,명,,C,01,골짜기,valley
3973,교훈02,명,敎訓,C,02,교훈,Lesson
3974,구르다01,동,바위가 ~,C,01,구르다,recoil
3976,글씨,명,,B,글씨,글씨,writing
3977,노래방,명,-房,B,래방,노래방,karaoke
3979,단편01,명,短篇,C,01,단편,snippet
3980,달다05,동,돈을 다오,B,05,달다,Sweet
3981,대처하다02,동,對處-,C,02,대처하다,cope with
3982,매다01,동,끈을 ~,B,01,매다,Tie
3983,머리카락,명,,B,카락,머리카락,hair
3984,명확하다,형,明確-,C,하다,명확하다,clear
3986,발걸음,명,,C,걸음,발걸음,footfall
3987,발길,명,,C,발길,발길,kick
3988,벌레01,명,,B,01,벌레,bug
3991,빼앗기다,동,,C,기다,빼앗기다,be taken away
3994,생산자,명,生産者,C,산자,생산자,producer
3995,선진03,명,先進,C,03,선진,advanced
3997,성인01,명,成人,B,01,성인,adult
3998,소매01,명,,C,01,소매,Sleeve
4001,시멘트,명,cement,C,멘트,시멘트,cement
4002,신규,명,新規,C,신규,신규,new
4003,신청하다01,동,申請-,C,01,신청하다,apply
4004,실은,부,實-,C,실은,실은,actually
4005,심판02,명,審判,C,02,심판,Referee
4006,안기다02,동,'안다'의 사동사,C,02,안기다,hug
4007,양심02,명,良心,C,02,양심,Conscience
4009,이사장,명,理事長,C,사장,이사장,Chairman
4010,이자05,명,利子,C,05,이자,interest
4011,익숙해지다,동,,B,지다,익숙해지다,Accustomed
4013,자세하다01,형,仔細-,C,01,자세하다,detailed
4015,저거01,대,,A,01,저거,that
4016,저축03,명,貯蓄,B,03,저축,saving
4017,제비02,명,동물,C,02,제비,swallow
4018,제안02,명,提案,C,02,제안,proposal
4019,제안하다02,동,提案-,C,02,제안하다,propose
4021,증세01,명,症勢,B,01,증세,tax increase
4022,지난날,명,,C,난날,지난날,Last Day
4024,진급,명,進級,C,진급,진급,promotion
4027,콩나물,명,,B,나물,콩나물,Bean sprouts
4028,튀어나오다,동,,C,오다,튀어나오다,pop up
4029,표준01,명,標準,C,01,표준,standard
4030,항구03,명,港口,C,03,항구,Harbor
4032,허용,명,許容,C,허용,허용,permit
4033,헬기,명,helicopter機,C,헬기,헬기,helicopter
4034,간신히,부,艱辛-,C,신히,간신히,barely
4035,갈아입다,동,,B,입다,갈아입다,change
4036,감다03,동,실을 ~,C,03,감다,reel in
4038,같이하다,동,,C,하다,같이하다,do together
4039,거짓,명,,B,거짓,거짓,lie
4040,거품,명,,C,거품,거품,bubble
4041,걸어오다01,동,집까지 ~,A,01,걸어오다,walk
4043,공군02,명,空軍,C,02,공군,air Force
4046,기술자,명,技術者,C,술자,기술자,technician
4047,나물01,명,,B,01,나물,Herbs
4048,년생80,의,年生. 80~,C,80,년생80,Born in 80
4050,달리기,명,,C,리기,달리기,running
4051,대도시,명,大都市,B,도시,대도시,big city
4052,도둑01,명,,B,01,도둑,thief
4054,도전04,명,挑戰,C,04,도전,challenge
4058,면04,명,面. 행정 단위,C,04,면,noodle
4059,모자08,명,帽子,A,08,모자,hat
4060,보조02,명,補助,C,02,보조,assistant
4061,불리하다,형,不利-,C,하다,불리하다,disadvantageous
4062,불편01,명,不便,C,01,불편,Inconvenience
4063,비비다,동,,C,비다,비비다,rub
4064,사과08,명,謝過,C,08,사과,apologize
4066,살아나다,동,,C,나다,살아나다,come alive
4073,소파06,명,sofa,A,06,소파,Sofa
4074,속이다,동,,C,이다,속이다,cheat
4075,수면07,명,睡眠,C,07,수면,Sleep
4076,수천07,관,數千,C,07,수천,thousands
4078,스무,관,,A,스무,스무,twenty
4079,승부03,명,勝負,C,03,승부,victory
4080,시기04,명,時期,C,04,시기,period
4082,신념01,명,信念,C,01,신념,belief
4083,신입생,명,新入生,B,입생,신입생,freshman
4084,어린아이,명,,B,아이,어린아이,Young kid
4085,어쩐지,부,,B,쩐지,어쩐지,no wonder
4086,여간,부,如干,C,여간,여간,Anyway
4087,역14,명,驛,A,14,역14,Station 14
4088,연락하다02,동,連絡-,B,02,연락하다,contact
4089,영향력,명,影響力,C,향력,영향력,Influence
4090,예의06,명,禮儀,C,06,예의,manners
4093,이내05,명,以內,C,05,이내,Within
4094,이리저리02,부,~ 돌아다니다,C,02,이리저리,back and forth
4095,인간적,명,人間的,C,간적,인간적,humane
4096,인사하다,동,人事-,A,하다,인사하다,Greet
4097,임금01,명,,C,01,임금,wage
4099,잘나다,형,,C,나다,잘나다,be good
4100,재능,명,才能,C,재능,재능,Talent
4102,지불하다01,동,支拂-,C,01,지불하다,Pay
4107,파출소,명,派出所,C,출소,파출소,police box
4108,판08,명,板,C,08,판,board
4110,한문03,명,漢文,C,03,한문,Chinese
4112,건네주다,동,,C,주다,건네주다,hand over
4113,결승01,명,決勝,C,01,결승,finals
4114,공공02,명,公共,C,02,공공,public
4115,교양02,명,敎養,C,02,교양,Culture
4116,국왕,명,國王,C,국왕,국왕,king
4117,규칙적,명,規則的,B,칙적,규칙적,regular
4118,극복01,명,克服,C,01,극복,Overcome
4119,글쎄요,감,,B,쎄요,글쎄요,well
4120,내려지다,동,,C,지다,내려지다,put down
4121,냉동,명,冷凍,C,냉동,냉동,frozen
4122,녹다01,동,,C,01,녹다,melt
4124,대개03,명,大槪,C,03,대개,mostly
4129,배추01,명,,B,01,배추,napa cabbage
4132,센터02,명,center,B,02,센터,center
4134,수염04,명,鬚髥,B,04,수염,mustache
4135,수집하다02,동,蒐集-,C,02,수집하다,collect
4136,승객,명,乘客,C,승객,승객,passenger
4137,싱싱하다,형,,C,하다,싱싱하다,fresh
4139,아아01,감,,B,01,아아,iced coffee
4141,어리다01,동,눈물이 ~,B,01,어리다,young
4142,여권02,명,旅券,A,02,여권,passport
4143,열쇠,명,,A,열쇠,열쇠,key
4145,오렌지,명,orange,A,렌지,오렌지,orange
4146,외모02,명,外貌,C,02,외모,appearance
4149,인공01,명,人工,C,01,인공,art
4151,잠자리01,명,~를 바꾸다,C,01,잠자리,dragonfly
4152,장남03,명,長男,B,03,장남,eldest son
4153,저마다,부,,C,마다,저마다,each one
4154,전국적,명,全國的,C,국적,전국적,nationwide
4155,전반03,명,全般,C,03,전반,first half
4160,제자리,명,,C,자리,제자리,In place
4161,지루하다01,형,,C,01,지루하다,boring
4162,척08,의,隻,C,08,척,chuck
4170,포도주,명,葡萄酒,B,도주,포도주,wine
4172,학술,명,學術,C,학술,학술,academic
4173,혈액,명,血液,C,혈액,혈액,blood
4174,화살01,명,,C,01,화살,arrow
4175,화재01,명,火災,C,01,화재,fire
4177,가르다,동,,C,르다,가르다,divide
4178,각각01,명,各各,B,01,각각,each
4179,간격02,명,間隔,C,02,간격,interval
4181,고함01,명,高喊,C,01,고함,shout
4182,공격하다,동,攻擊-,C,하다,공격하다,attack
4183,그놈,대,,C,그놈,그놈,That guy
4185,기록되다,동,記錄-,C,되다,기록되다,recorded
4186,끝없다,형,,C,없다,끝없다,endless
4187,끼어들다,동,,C,들다,끼어들다,intervene
4189,노선01,명,路線,C,01,노선,route
4191,답03,명,答,C,03,답,answer
4193,대사17,명,臺詞,C,17,대사17,Ambassador 17
4195,도망치다,동,逃亡-,C,치다,도망치다,run away
4196,독서03,명,讀書,B,03,독서,reading
4197,동15,의,棟,C,15,동15,East 15
4198,동의하다01,동,同意-,C,01,동의하다,Agree
4200,딱딱하다01,형,굳다,C,01,딱딱하다,It is hard
4201,땅속,명,,C,땅속,땅속,bowels of the earth
4203,벌금,명,罰金,C,벌금,벌금,Fine
4205,복13,명,福,C,13,복13,fortune 13
4206,봉사03,명,奉仕,C,03,봉사,volunteer
4207,부서12,명,部署,C,12,부서12,Department 12
4212,성08,명,城,C,08,성,castle
4213,소형03,명,小型,C,03,소형,small type
4214,신인07,명,新人,C,07,신인,new man
4218,악몽,명,惡夢,C,악몽,악몽,nightmare
4219,안내01,명,案內,C,01,안내,guide
4220,앞뒤,명,,B,앞뒤,앞뒤,Back and forth
4221,언덕,명,,C,언덕,언덕,Hill
4223,열정02,명,熱情,C,02,열정,Passion
4224,오페라,명,opera,C,페라,오페라,opera
4229,입맛,명,,C,입맛,입맛,taste
4230,재즈,명,jazz,C,재즈,재즈,jazz
4232,적응하다02,동,適應-,C,02,적응하다,It is adapted
4233,절대05,명,絶對,C,05,절대,never
4234,접시,명,,B,접시,접시,plate
4236,제공04,명,提供,C,04,제공,offer
4237,지나치다,동,,C,치다,지나치다,go too far
4240,참가01,명,參加,C,01,참가,attend
4241,체중01,명,體重,B,01,체중,weight
4242,추석01,명,秋夕,C,01,추석,Thanksgiving
4243,충돌,명,衝突,C,충돌,충돌,crash
4244,통로,명,通路,C,통로,통로,Passage
4246,포장01,명,包裝,B,01,포장,packaging
4247,해소03,명,解消,C,03,해소,solution
4248,행해지다,동,行-,C,지다,행해지다,be done
4249,현관01,명,玄關,B,01,현관,entrance
4250,현대인,명,現代人,C,대인,현대인,modern
4251,혜택,명,惠澤,C,혜택,혜택,Benefits
4252,호수07,명,湖水,B,07,호수,lake
4253,확02,부,,C,02,확,sudden
4255,건너가다,동,,B,가다,건너가다,cross
4258,골고루,부,,C,고루,골고루,Evenly
4259,구석구석,명,,C,구석,구석구석,every corner
4261,그제서야,부,,C,서야,그제서야,Only then
4262,껌,명,gum,B,껌,껌,chewing gum
4265,녹색,명,綠色,B,녹색,녹색,green
4266,다03,명,,A,03,다,all
4268,등록증,명,登錄證,C,록증,등록증,registration certificate
4269,막내,명,,B,막내,막내,the youngest
4273,반복되다,동,反復-,C,되다,반복되다,repeat
4274,발전02,명,發電,C,02,발전,Development
4275,방해01,명,妨害,C,01,방해,Hindrance
4276,번호02,명,番號,A,02,번호,number
4277,벼01,명,,C,01,벼,rice
4279,본인,명,本人,C,본인,본인,me
4281,상점,명,商店,C,상점,상점,shop
4285,수백04,관,數百,C,04,수백,hundreds
4288,실장,명,室長,C,실장,실장,head of a department
4289,쓸쓸하다,형,,C,하다,쓸쓸하다,I am lonely
4290,악수06,명,握手,B,06,악수,handshake
4291,애01,명,~가 타다,C,01,애,baby
4292,어지럽다,형,,C,럽다,어지럽다,dizzy
4293,어찌하다,동,,C,하다,어찌하다,What to do
4294,예정되다,동,豫定-,C,되다,예정되다,scheduled
4296,이중03,명,二重,C,03,이중,double
4298,인원,명,人員,B,인원,인원,personnel
4299,인정받다,동,認定-,C,받다,인정받다,Affirmed
4300,인터뷰,명,interview,B,터뷰,인터뷰,interview
4302,입학하다,동,入學-,B,하다,입학하다,Enter a school
